product,date,region,sales
periwinkle morsel,2018-03-03,west,1776
vermilion morsel,2018-03-03,north,1650
vermilion morsel,2018-03-03,south,1599
vermilion morsel,2018-03-03,east,1614
vermilion morsel,2018-03-03,west,1773
lapis morsel,2018-03-03,north,1611
lapis morsel,2018-03-03,south,1605
lapis morsel,2018-03-03,east,1554
lapis morsel,2018-03-03,west,1788
pink morsel,2018-03-04,north,1566
pink morsel,2018-03-04,south,1560
pink morsel,2018-03-04,east,1551
pink morsel,2018-03-04,west,1626
gold morsel,2018-03-04,north,1665
gold morsel,2018-03-04,south,1539
gold morsel,2018-03-04,east,1506
gold morsel,2018-03-04,west,1617
magenta morsel,2018-03-04,north,1797
magenta morsel,2018-03-04,south,1794
magenta morsel,2018-03-04,east,1620
magenta morsel,2018-03-04,west,1683
chartreuse morsel,2018-03-04,north,1620
chartreuse morsel,2018-03-04,south,1554
chartreuse morsel,2018-03-04,east,1701
chartreuse morsel,2018-03-04,west,1785
periwinkle morsel,2018-03-04,north,1689
periwinkle morsel,2018-03-04,south,1650
periwinkle morsel,2018-03-04,east,1533
periwinkle morsel,2018-03-04,west,1587
vermilion morsel,2018-03-04,north,1509
vermilion morsel,2018-03-04,south,1743
vermilion morsel,2018-03-04,east,1719
vermilion morsel,2018-03-04,west,1743
lapis morsel,2018-03-04,north,1701
lapis morsel,2018-03-04,south,1629
lapis morsel,2018-03-04,east,1638
lapis morsel,2018-03-04,west,1611
pink morsel,2018-03-05,north,1623
pink morsel,2018-03-05,south,1635
pink morsel,2018-03-05,east,1716
pink morsel,2018-03-05,west,1707
gold morsel,2018-03-05,north,1602
gold morsel,2018-03-05,south,1542
gold morsel,2018-03-05,east,1800
gold morsel,2018-03-05,west,1734
magenta morsel,2018-03-05,north,1788
magenta morsel,2018-03-05,south,1614
magenta morsel,2018-03-05,east,1743
magenta morsel,2018-03-05,west,1770
chartreuse morsel,2018-03-05,north,1776
chartreuse morsel,2018-03-05,south,1713
chartreuse morsel,2018-03-05,east,1623
chartreuse morsel,2018-03-05,west,1752
periwinkle morsel,2018-03-05,north,1527
periwinkle morsel,2018-03-05,south,1776
periwinkle morsel,2018-03-05,east,1689
periwinkle morsel,2018-03-05,west,1713
vermilion morsel,2018-03-05,north,1509
vermilion morsel,2018-03-05,south,1575
vermilion morsel,2018-03-05,east,1701
vermilion morsel,2018-03-05,west,1575
lapis morsel,2018-03-05,north,1581
lapis morsel,2018-03-05,south,1779
lapis morsel,2018-03-05,east,1662
lapis morsel,2018-03-05,west,1506
pink morsel,2018-03-06,north,1794
pink morsel,2018-03-06,south,1659
pink morsel,2018-03-06,east,1644
pink morsel,2018-03-06,west,1707
gold morsel,2018-03-06,north,1704
gold morsel,2018-03-06,south,1500
gold morsel,2018-03-06,east,1539
gold morsel,2018-03-06,west,1800
magenta morsel,2018-03-06,north,1557
magenta morsel,2018-03-06,south,1554
magenta morsel,2018-03-06,east,1788
magenta morsel,2018-03-06,west,1563
chartreuse morsel,2018-03-06,north,1548
chartreuse morsel,2018-03-06,south,1560
chartreuse morsel,2018-03-06,east,1734
chartreuse morsel,2018-03-06,west,1644
periwinkle morsel,2018-03-06,north,1629
periwinkle morsel,2018-03-06,south,1677
periwinkle morsel,2018-03-06,east,1764
periwinkle morsel,2018-03-06,west,1515
vermilion morsel,2018-03-06,north,1542
vermilion morsel,2018-03-06,south,1545
vermilion morsel,2018-03-06,east,1668
vermilion morsel,2018-03-06,west,1584
lapis morsel,2018-03-06,north,1605
lapis morsel,2018-03-06,south,1740
lapis morsel,2018-03-06,east,1602
lapis morsel,2018-03-06,west,1509
pink morsel,2018-03-07,north,1566
pink morsel,2018-03-07,south,1680
pink morsel,2018-03-07,east,1656
pink morsel,2018-03-07,west,1722
gold morsel,2018-03-07,north,1662
gold morsel,2018-03-07,south,1794
gold morsel,2018-03-07,east,1734
gold morsel,2018-03-07,west,1647
magenta morsel,2018-03-07,north,1635
magenta morsel,2018-03-07,south,1743
magenta morsel,2018-03-07,east,1665
magenta morsel,2018-03-07,west,1770
chartreuse morsel,2018-03-07,north,1749
chartreuse morsel,2018-03-07,south,1695
chartreuse morsel,2018-03-07,east,1644
chartreuse morsel,2018-03-07,west,1602
periwinkle morsel,2018-03-07,north,1560
periwinkle morsel,2018-03-07,south,1500
periwinkle morsel,2018-03-07,east,1719
periwinkle morsel,2018-03-07,west,1557
vermilion morsel,2018-03-07,north,1527
vermilion morsel,2018-03-07,south,1653
vermilion morsel,2018-03-07,east,1506
vermilion morsel,2018-03-07,west,1575
lapis morsel,2018-03-07,north,1749
lapis morsel,2018-03-07,south,1770
lapis morsel,2018-03-07,east,1674
lapis morsel,2018-03-07,west,1650
pink morsel,2018-03-08,north,1794
pink morsel,2018-03-08,south,1509
pink morsel,2018-03-08,east,1785
pink morsel,2018-03-08,west,1539
gold morsel,2018-03-08,north,1731
gold morsel,2018-03-08,south,1617
gold morsel,2018-03-08,east,1656
gold morsel,2018-03-08,west,1599
magenta morsel,2018-03-08,north,1713
magenta morsel,2018-03-08,south,1506
magenta morsel,2018-03-08,east,1758
magenta morsel,2018-03-08,west,1650
chartreuse morsel,2018-03-08,north,1791
chartreuse morsel,2018-03-08,south,1623
chartreuse morsel,2018-03-08,east,1776
chartreuse morsel,2018-03-08,west,1653
periwinkle morsel,2018-03-08,north,1659
periwinkle morsel,2018-03-08,south,1755
periwinkle morsel,2018-03-08,east,1533
periwinkle morsel,2018-03-08,west,1557
vermilion morsel,2018-03-08,north,1527
vermilion morsel,2018-03-08,south,1614
vermilion morsel,2018-03-08,east,1638
vermilion morsel,2018-03-08,west,1704
lapis morsel,2018-03-08,north,1650
lapis morsel,2018-03-08,south,1656
lapis morsel,2018-03-08,east,1782
lapis morsel,2018-03-08,west,1527
pink morsel,2018-03-09,north,1578
pink morsel,2018-03-09,south,1767
pink morsel,2018-03-09,east,1749
pink morsel,2018-03-09,west,1524
gold morsel,2018-03-09,north,1719
gold morsel,2018-03-09,south,1695
gold morsel,2018-03-09,east,1740
gold morsel,2018-03-09,west,1533
magenta morsel,2018-03-09,north,1653
magenta morsel,2018-03-09,south,1560
magenta morsel,2018-03-09,east,1677
magenta morsel,2018-03-09,west,1539
chartreuse morsel,2018-03-09,north,1713
chartreuse morsel,2018-03-09,south,1554
chartreuse morsel,2018-03-09,east,1743
chartreuse morsel,2018-03-09,west,1701
periwinkle morsel,2018-03-09,north,1587
periwinkle morsel,2018-03-09,south,1512
periwinkle morsel,2018-03-09,east,1698
periwinkle morsel,2018-03-09,west,1746
vermilion morsel,2018-03-09,north,1554
vermilion morsel,2018-03-09,south,1554
vermilion morsel,2018-03-09,east,1782
vermilion morsel,2018-03-09,west,1782
lapis morsel,2018-03-09,north,1764
lapis morsel,2018-03-09,south,1620
lapis morsel,2018-03-09,east,1545
lapis morsel,2018-03-09,west,1722
pink morsel,2018-03-10,north,1503
pink morsel,2018-03-10,south,1530
pink morsel,2018-03-10,east,1737
pink morsel,2018-03-10,west,1692
gold morsel,2018-03-10,north,1542
gold morsel,2018-03-10,south,1758
gold morsel,2018-03-10,east,1779
gold morsel,2018-03-10,west,1593
magenta morsel,2018-03-10,north,1686
magenta morsel,2018-03-10,south,1749
magenta morsel,2018-03-10,east,1662
magenta morsel,2018-03-10,west,1569
chartreuse morsel,2018-03-10,north,1590
chartreuse morsel,2018-03-10,south,1665
chartreuse morsel,2018-03-10,east,1716
chartreuse morsel,2018-03-10,west,1704
periwinkle morsel,2018-03-10,north,1632
periwinkle morsel,2018-03-10,south,1581
periwinkle morsel,2018-03-10,east,1758
periwinkle morsel,2018-03-10,west,1641
vermilion morsel,2018-03-10,north,1731
vermilion morsel,2018-03-10,south,1677
vermilion morsel,2018-03-10,east,1728
vermilion morsel,2018-03-10,west,1755
lapis morsel,2018-03-10,north,1611
lapis morsel,2018-03-10,south,1593
lapis morsel,2018-03-10,east,1797
lapis morsel,2018-03-10,west,1560
pink morsel,2018-03-11,north,1530
pink morsel,2018-03-11,south,1770
pink morsel,2018-03-11,east,1611
pink morsel,2018-03-11,west,1701
gold morsel,2018-03-11,north,1617
gold morsel,2018-03-11,south,1515
gold morsel,2018-03-11,east,1713
gold morsel,2018-03-11,west,1500
magenta morsel,2018-03-11,north,1632
magenta morsel,2018-03-11,south,1713
magenta morsel,2018-03-11,east,1743
magenta morsel,2018-03-11,west,1587
chartreuse morsel,2018-03-11,north,1749
chartreuse morsel,2018-03-11,south,1533
chartreuse morsel,2018-03-11,east,1653
chartreuse morsel,2018-03-11,west,1512
periwinkle morsel,2018-03-11,north,1518
periwinkle morsel,2018-03-11,south,1623
periwinkle morsel,2018-03-11,east,1701
periwinkle morsel,2018-03-11,west,1596
vermilion morsel,2018-03-11,north,1746
vermilion morsel,2018-03-11,south,1536
vermilion morsel,2018-03-11,east,1659
vermilion morsel,2018-03-11,west,1524
lapis morsel,2018-03-11,north,1782
lapis morsel,2018-03-11,south,1632
lapis morsel,2018-03-11,east,1755
lapis morsel,2018-03-11,west,1650
pink morsel,2018-03-12,north,1680
pink morsel,2018-03-12,south,1701
pink morsel,2018-03-12,east,1800
pink morsel,2018-03-12,west,1740
gold morsel,2018-03-12,north,1563
gold morsel,2018-03-12,south,1788
gold morsel,2018-03-12,east,1536
gold morsel,2018-03-12,west,1764
magenta morsel,2018-03-12,north,1512
magenta morsel,2018-03-12,south,1560
magenta morsel,2018-03-12,east,1626
magenta morsel,2018-03-12,west,1797
chartreuse morsel,2018-03-12,north,1779
chartreuse morsel,2018-03-12,south,1683
chartreuse morsel,2018-03-12,east,1713
chartreuse morsel,2018-03-12,west,1794
periwinkle morsel,2018-03-12,north,1584
periwinkle morsel,2018-03-12,south,1647
periwinkle morsel,2018-03-12,east,1596
periwinkle morsel,2018-03-12,west,1515
vermilion morsel,2018-03-12,north,1533
vermilion morsel,2018-03-12,south,1608
vermilion morsel,2018-03-12,east,1794
vermilion morsel,2018-03-12,west,1578
lapis morsel,2018-03-12,north,1701
lapis morsel,2018-03-12,south,1617
lapis morsel,2018-03-12,east,1779
lapis morsel,2018-03-12,west,1785
pink morsel,2018-03-13,north,1680
pink morsel,2018-03-13,south,1590
pink morsel,2018-03-13,east,1551
pink morsel,2018-03-13,west,1587
gold morsel,2018-03-13,north,1749
gold morsel,2018-03-13,south,1701
gold morsel,2018-03-13,east,1599
gold morsel,2018-03-13,west,1506
magenta morsel,2018-03-13,north,1596
magenta morsel,2018-03-13,south,1800
magenta morsel,2018-03-13,east,1749
magenta morsel,2018-03-13,west,1674
chartreuse morsel,2018-03-13,north,1782
chartreuse morsel,2018-03-13,south,1647
chartreuse morsel,2018-03-13,east,1542
chartreuse morsel,2018-03-13,west,1656
periwinkle morsel,2018-03-13,north,1581
periwinkle morsel,2018-03-13,south,1713
periwinkle morsel,2018-03-13,east,1722
periwinkle morsel,2018-03-13,west,1686
vermilion morsel,2018-03-13,north,1728
vermilion morsel,2018-03-13,south,1755
vermilion morsel,2018-03-13,east,1503
vermilion morsel,2018-03-13,west,1602
lapis morsel,2018-03-13,north,1605
lapis morsel,2018-03-13,south,1719
lapis morsel,2018-03-13,east,1548
lapis morsel,2018-03-13,west,1626
pink morsel,2018-03-14,north,1551
pink morsel,2018-03-14,south,1662
pink morsel,2018-03-14,east,1650
pink morsel,2018-03-14,west,1788
gold morsel,2018-03-14,north,1536
gold morsel,2018-03-14,south,1551
gold morsel,2018-03-14,east,1656
gold morsel,2018-03-14,west,1644
magenta morsel,2018-03-14,north,1692
magenta morsel,2018-03-14,south,1518
magenta morsel,2018-03-14,east,1509
magenta morsel,2018-03-14,west,1674
chartreuse morsel,2018-03-14,north,1521
chartreuse morsel,2018-03-14,south,1632
chartreuse morsel,2018-03-14,east,1794
chartreuse morsel,2018-03-14,west,1689
periwinkle morsel,2018-03-14,north,1692
periwinkle morsel,2018-03-14,south,1662
periwinkle morsel,2018-03-14,east,1776
periwinkle morsel,2018-03-14,west,1710
vermilion morsel,2018-03-14,north,1569
vermilion morsel,2018-03-14,south,1704
vermilion morsel,2018-03-14,east,1767
vermilion morsel,2018-03-14,west,1767
lapis morsel,2018-03-14,north,1542
lapis morsel,2018-03-14,south,1707
lapis morsel,2018-03-14,east,1578
lapis morsel,2018-03-14,west,1521
pink morsel,2018-03-15,north,1764
pink morsel,2018-03-15,south,1683
pink morsel,2018-03-15,east,1602
pink morsel,2018-03-15,west,1755
gold morsel,2018-03-15,north,1650
gold morsel,2018-03-15,south,1629
gold morsel,2018-03-15,east,1692
gold morsel,2018-03-15,west,1542
magenta morsel,2018-03-15,north,1629
magenta morsel,2018-03-15,south,1587
magenta morsel,2018-03-15,east,1635
magenta morsel,2018-03-15,west,1653
chartreuse morsel,2018-03-15,north,1596
chartreuse morsel,2018-03-15,south,1524
chartreuse morsel,2018-03-15,east,1545
chartreuse morsel,2018-03-15,west,1707
periwinkle morsel,2018-03-15,north,1509
periwinkle morsel,2018-03-15,south,1509
periwinkle morsel,2018-03-15,east,1686
periwinkle morsel,2018-03-15,west,1785
vermilion morsel,2018-03-15,north,1635
vermilion morsel,2018-03-15,south,1752
vermilion morsel,2018-03-15,east,1785
vermilion morsel,2018-03-15,west,1755
lapis morsel,2018-03-15,north,1707
lapis morsel,2018-03-15,south,1701
lapis morsel,2018-03-15,east,1599
lapis morsel,2018-03-15,west,1782
pink morsel,2018-03-16,north,1677
pink morsel,2018-03-16,south,1719
pink morsel,2018-03-16,east,1530
pink morsel,2018-03-16,west,1776
gold morsel,2018-03-16,north,1674
gold morsel,2018-03-16,south,1641
gold morsel,2018-03-16,east,1596
gold morsel,2018-03-16,west,1506
magenta morsel,2018-03-16,north,1692
magenta morsel,2018-03-16,south,1623
magenta morsel,2018-03-16,east,1593
magenta morsel,2018-03-16,west,1551
chartreuse morsel,2018-03-16,north,1728
chartreuse morsel,2018-03-16,south,1608
chartreuse morsel,2018-03-16,east,1530
chartreuse morsel,2018-03-16,west,1791
periwinkle morsel,2018-03-16,north,1704
periwinkle morsel,2018-03-16,south,1653
periwinkle morsel,2018-03-16,east,1548
periwinkle morsel,2018-03-16,west,1626
vermilion morsel,2018-03-16,north,1695
vermilion morsel,2018-03-16,south,1590
vermilion morsel,2018-03-16,east,1530
vermilion morsel,2018-03-16,west,1644
lapis morsel,2018-03-16,north,1611
lapis morsel,2018-03-16,south,1617
lapis morsel,2018-03-16,east,1776
lapis morsel,2018-03-16,west,1641
pink morsel,2018-03-17,north,1740
pink morsel,2018-03-17,south,1590
pink morsel,2018-03-17,east,1773
pink morsel,2018-03-17,west,1641
gold morsel,2018-03-17,north,1527
gold morsel,2018-03-17,south,1755
gold morsel,2018-03-17,east,1650
gold morsel,2018-03-17,west,1593
magenta morsel,2018-03-17,north,1548
magenta morsel,2018-03-17,south,1623
magenta morsel,2018-03-17,east,1500
magenta morsel,2018-03-17,west,1569
chartreuse morsel,2018-03-17,north,1647
chartreuse morsel,2018-03-17,south,1662
chartreuse morsel,2018-03-17,east,1710
chartreuse morsel,2018-03-17,west,1719
periwinkle morsel,2018-03-17,north,1590
periwinkle morsel,2018-03-17,south,1539
periwinkle morsel,2018-03-17,east,1566
periwinkle morsel,2018-03-17,west,1770
vermilion morsel,2018-03-17,north,1722
vermilion morsel,2018-03-17,south,1524
vermilion morsel,2018-03-17,east,1641
vermilion morsel,2018-03-17,west,1662
lapis morsel,2018-03-17,north,1716
lapis morsel,2018-03-17,south,1611
lapis morsel,2018-03-17,east,1569
lapis morsel,2018-03-17,west,1797
pink morsel,2018-03-18,north,1698
pink morsel,2018-03-18,south,1581
pink morsel,2018-03-18,east,1776
pink morsel,2018-03-18,west,1644
gold morsel,2018-03-18,north,1563
gold morsel,2018-03-18,south,1707
gold morsel,2018-03-18,east,1533
gold morsel,2018-03-18,west,1572
magenta morsel,2018-03-18,north,1623
magenta morsel,2018-03-18,south,1698
magenta morsel,2018-03-18,east,1521
magenta morsel,2018-03-18,west,1707
chartreuse morsel,2018-03-18,north,1587
chartreuse morsel,2018-03-18,south,1776
chartreuse morsel,2018-03-18,east,1662
chartreuse morsel,2018-03-18,west,1578
periwinkle morsel,2018-03-18,north,1554
periwinkle morsel,2018-03-18,south,1515
periwinkle morsel,2018-03-18,east,1602
periwinkle morsel,2018-03-18,west,1557
vermilion morsel,2018-03-18,north,1521
vermilion morsel,2018-03-18,south,1740
vermilion morsel,2018-03-18,east,1617
vermilion morsel,2018-03-18,west,1647
lapis morsel,2018-03-18,north,1551
lapis morsel,2018-03-18,south,1500
lapis morsel,2018-03-18,east,1725
lapis morsel,2018-03-18,west,1563
pink morsel,2018-03-19,north,1791
pink morsel,2018-03-19,south,1578
pink morsel,2018-03-19,east,1632
pink morsel,2018-03-19,west,1674
gold morsel,2018-03-19,north,1617
gold morsel,2018-03-19,south,1509
gold morsel,2018-03-19,east,1644
gold morsel,2018-03-19,west,1542
magenta morsel,2018-03-19,north,1650
magenta morsel,2018-03-19,south,1758
magenta morsel,2018-03-19,east,1710
magenta morsel,2018-03-19,west,1737
chartreuse morsel,2018-03-19,north,1779
chartreuse morsel,2018-03-19,south,1743
chartreuse morsel,2018-03-19,east,1560
chartreuse morsel,2018-03-19,west,1719
periwinkle morsel,2018-03-19,north,1689
periwinkle morsel,2018-03-19,south,1605
periwinkle morsel,2018-03-19,east,1683
periwinkle morsel,2018-03-19,west,1518
vermilion morsel,2018-03-19,north,1665
vermilion morsel,2018-03-19,south,1671
vermilion morsel,2018-03-19,east,1704
vermilion morsel,2018-03-19,west,1731
lapis morsel,2018-03-19,north,1653
lapis morsel,2018-03-19,south,1542
lapis morsel,2018-03-19,east,1659
lapis morsel,2018-03-19,west,1650
pink morsel,2018-03-20,north,1773
pink morsel,2018-03-20,south,1647
pink morsel,2018-03-20,east,1725
pink morsel,2018-03-20,west,1644
gold morsel,2018-03-20,north,1767
gold morsel,2018-03-20,south,1728
gold morsel,2018-03-20,east,1719
gold morsel,2018-03-20,west,1677
magenta morsel,2018-03-20,north,1686
magenta morsel,2018-03-20,south,1527
magenta morsel,2018-03-20,east,1689
magenta morsel,2018-03-20,west,1686
chartreuse morsel,2018-03-20,north,1641
chartreuse morsel,2018-03-20,south,1665
chartreuse morsel,2018-03-20,east,1755
chartreuse morsel,2018-03-20,west,1551
periwinkle morsel,2018-03-20,north,1665
periwinkle morsel,2018-03-20,south,1527
periwinkle morsel,2018-03-20,east,1536
periwinkle morsel,2018-03-20,west,1656
vermilion morsel,2018-03-20,north,1563
vermilion morsel,2018-03-20,south,1554
vermilion morsel,2018-03-20,east,1602
vermilion morsel,2018-03-20,west,1737
lapis morsel,2018-03-20,north,1506
lapis morsel,2018-03-20,south,1755
lapis morsel,2018-03-20,east,1572
lapis morsel,2018-03-20,west,1608
pink morsel,2018-03-21,north,1722
pink morsel,2018-03-21,south,1788
pink morsel,2018-03-21,east,1788
pink morsel,2018-03-21,west,1587
gold morsel,2018-03-21,north,1677
gold morsel,2018-03-21,south,1725
gold morsel,2018-03-21,east,1731
gold morsel,2018-03-21,west,1518
magenta morsel,2018-03-21,north,1737
magenta morsel,2018-03-21,south,1797
magenta morsel,2018-03-21,east,1662
magenta morsel,2018-03-21,west,1662
chartreuse morsel,2018-03-21,north,1716
chartreuse morsel,2018-03-21,south,1596
chartreuse morsel,2018-03-21,east,1653
chartreuse morsel,2018-03-21,west,1635
periwinkle morsel,2018-03-21,north,1782
periwinkle morsel,2018-03-21,south,1773
periwinkle morsel,2018-03-21,east,1755
periwinkle morsel,2018-03-21,west,1719
vermilion morsel,2018-03-21,north,1737
vermilion morsel,2018-03-21,south,1548
vermilion morsel,2018-03-21,east,1665
vermilion morsel,2018-03-21,west,1659
lapis morsel,2018-03-21,north,1659
lapis morsel,2018-03-21,south,1575
lapis morsel,2018-03-21,east,1509
lapis morsel,2018-03-21,west,1767
pink morsel,2018-03-22,north,1509
